adm3_pcode,adm1_name,adm2_name,adm3_name,flood_label,area_km2,centroid_lon,centroid_lat,chirps_monthly_mean_mm,chirps_monthly_max_mm,chirps_total_mm_available_period,chirps_mean_annual_total_mm,chirps_max_annual_total_mm,chirps_mean_monsoon_total_mm,chirps_max_monsoon_total_mm,chirps_latest_12_month_total_mm,chirps_latest_12_month_mean_mm,elevation_mean_m,elevation_min_m,elevation_max_m,elevation_range_m,elevation_std_m,slope_mean_degrees,slope_max_degrees,aspect_mean_degrees,aspect_sin_mean,aspect_cos_mean,nearest_river_distance_km,river_length_km,river_density_km_per_km2,river_intersection_count,hybas_dist_sink,hybas_dist_main,hybas_sub_area_km2,hybas_up_area_km2,landcover_tiles_used_count,lc_10_tree_cover_percent,lc_20_shrubland_percent,lc_30_grassland_percent,lc_40_cropland_percent,lc_50_built_up_percent,lc_60_bare_sparse_vegetation_percent,lc_70_snow_and_ice_percent,lc_80_permanent_water_bodies_percent,lc_90_herbaceous_wetland_percent,lc_100_moss_and_lichen_percent,dominant_landcover_percent,landcover_classes_over_5_percent,worldpop_population_sum,worldpop_population_density_per_km2,worldpop_population_mean_pixel_value,worldpop_population_max_pixel_value,osm_road_length_km,osm_major_road_length_km,osm_road_segment_count,osm_road_density_km_per_km2,osm_major_road_density_km_per_km2,osm_building_count,osm_building_footprint_area_km2,osm_building_density_per_km2,osm_building_footprint_percent,osm_place_count,osm_place_density_per_km2,osm_nearest_place_distance_km
NP0219302,Madhesh,Sarlahi,Hariwan,1,95.32833258,85.57412197,27.10056244,136.0939326,662.750351,18508.77484,1542.397903,2078.349167,1348.726191,1651.295959,1705.117556,142.0931297,212.3993763,118.2419434,614.7122803,496.4703369,109.4123165,8.407468489,58.99591445,197.6205412,-0.093168374,-0.293339002,0.293622956,24.61159915,0.25817717,8,889.6,889.6,158.7,158.7,1,49.41114616,0.031545741,2.103049422,43.60672976,3.333333333,1.314405889,0,0.199789695,0,0,49.41114616,2,20990.93143,220.1961459,25.07877112,148.8470001,398.0126232,24.38553723,970,4.175176597,0.255805767,14146,0.957830618,148.3923994,1.004770137,8,0.083920486,1.653421862
NP0219303,Madhesh,Sarlahi,Lalbandi,1,238.2899894,85.68889342,27.10282341,137.397345,673.73801,18686.03893,1557.169911,2128.334765,1354.750196,1678.229919,1736.778036,144.731503,294.1023434,111.2611084,702.0553589,590.7942505,134.1537745,10.13522387,61.25234418,221.5711659,-0.136839094,-0.154281895,1.005170005,89.85500338,0.377082577,19,889.6,889.6,158.7,158.7,1,67.55086598,0.029426602,1.984193711,24.9117202,1.832856903,3.594249201,0,0.096687405,0,0,67.55086598,2,43731.30251,183.5213583,37.92827625,435.5115662,706.9361199,33.29952455,1822,2.966705071,0.139743699,22220,1.397906883,93.24772751,0.586641045,17,0.071341646,5.044612252
NP0219304,Madhesh,Sarlahi,Barahathawa,0,106.995167,85.45368667,26.98171778,141.5940062,786.7041016,19256.78484,1604.73207,2286.891612,1410.420378,1837.237442,1723.10391,143.5919925,94.02120271,82.98664093,115.172699,32.18605804,4.73590323,1.186041562,14.59153984,221.833617,-0.074587353,-0.083322974,0.769201564,34.84694619,0.325687105,10,880.4,880.4,222.8,223,2,19.96655208,0,2.090495215,70.96534423,4.2088637,1.923255598,0,0.826906996,0.01858218,0,70.96534423,2,51819.23541,484.3137956,68.00424595,594.7618408,427.9006191,22.91860807,1070,3.999251848,0.214202274,22829,1.57019969,213.3647776,1.467542633,110,1.02808382,0.529390433
NP0219305,Madhesh,Sarlahi,Haripur,1,66.81928494,85.54835429,27.01119641,128.0843991,640.309611,17419.47827,1451.623189,2040.146704,1280.420338,1643.074056,1592.247482,132.6872902,114.0473607,96.79042053,138.7636871,41.9732666,7.881397003,1.673867114,17.90979243,205.4988286,-0.079917758,-0.167559879,0.025207639,6.877835906,0.102931899,1,866.6,866.6,119,277.8,2,40.40840662,0,3.487852139,50.91667909,3.085407661,1.550156506,0,0.551497988,0,0,50.91667909,2,27346.72236,409.2639181,38.84477608,201.9078522,222.6726493,28.48031372,582,3.332460824,0.426228951,12110,0.642714516,181.2351032,0.961869791,22,0.329246265,0.835036435
NP0219306,Madhesh,Sarlahi,Ishworpur,1,163.6853731,85.69379398,27.00926135,131.4937514,665.3337301,17883.1502,1490.262516,2101.441241,1296.278761,1658.345306,1664.43304,138.7027533,182.1372038,96.13365173,677.5457153,581.4120636,104.6467994,4.019868195,61.11832744,216.5286976,-0.151595642,-0.204655295,1.143258493,54.1475492,0.330802613,10,851.4,851.4,144.9,145.1,2,54.19544093,0.012222698,1.833404632,39.42431095,2.548432439,1.84562733,0,0.134449673,0.006111349,0,54.19544093,2,46606.10074,284.7297829,37.16594956,197.1433411,543.3083673,38.87432416,1040,3.319223685,0.237494184,21526,1.350001858,131.5083907,0.824754119,32,0.195497004,2.837163667
NP0219307,Madhesh,Sarlahi,Kabilashi,0,48.07681492,85.536754,26.94104321,136.1703219,697.1138306,18519.16378,1543.263648,2211.552915,1353.624995,1763.47084,1660.893034,138.4077528,95.31441784,85.33648682,113.9367523,28.6002655,4.555796115,1.300671267,14.53688442,202.8757342,-0.065776325,-0.155898532,0.623370548,29.49580669,0.613514159,2,866.6,866.6,119,277.8,1,20.00836295,0,2.132552791,71.16872256,4.369642484,1.839849467,0,0.480869747,0,0,71.16872256,2,42392.9777,881.7759198,67.07749636,281.978241,211.7608009,21.95406137,576,4.404634568,0.456645504,12154,0.701436179,252.8037687,1.458990535,53,1.10240248,1.513049334
NP0219308,Madhesh,Sarlahi,Godaita,0,48.59603663,85.44554581,26.8443311,126.0236953,667.3733521,17139.22256,1428.268547,2035.562351,1241.510577,1620.598175,1542.272138,128.5226781,79.118667,70.57529449,93.08512878,22.50983429,3.391747498,1.3153067,14.5265088,202.9719985,-0.026679549,-0.062938581,0.944346934,6.840960043,0.140771975,2,846.8,846.8,140.8,418.3,1,21.55614863,0.020529665,0.349004311,72.79819339,5.235064668,0.020529665,0,0.020529665,0,0,72.79819339,3,46273.80128,952.2134827,170.1242694,870.2907715,267.0471292,42.42152835,686,5.495245039,0.872942143,12560,0.620819255,258.4572914,1.277510056,18,0.370400577,1.34271738
NP0219309,Madhesh,Sarlahi,Malangawa,0,30.42362737,85.54775106,26.85873105,125.278445,654.096344,17037.86852,1419.822377,2061.831001,1227.517607,1617.678696,1549.705081,129.1420901,82.39016836,74.44885254,96.1136322,21.66477966,3.329644424,1.155957968,12.4737208,206.9171144,-0.053602601,-0.105578325,1.961673391,14.51917287,0.477233457,2,828.3,828.3,140.3,558.7,1,13.53654539,0,1.147164864,74.53294002,10.35725991,0.163880695,0,0.262209112,0,0,74.53294002,3,39101.99979,1285.251075,35.8405131,204.4469452,188.2531489,14.74740591,621,6.187728591,0.484735292,14872,0.9158571,488.8305993,3.010348138,4,0.131476762,0.631417214
NP0219310,Madhesh,Sarlahi,Haripurwa,0,30.47692947,85.68679493,26.91463701,130.2699711,679.1629639,17716.71606,1476.393005,2130.069244,1279.953855,1674.502411,1629.230818,135.7692348,102.6471349,86.64933014,133.6101837,46.96085358,8.051560382,1.413411201,14.3483954,199.6776363,-0.092164695,-0.257722932,1.330408956,7.480543121,0.245449369,1,822.3,822.3,234.3,496.2,1,19.32114883,0.032637076,1.501305483,73.49869452,5.156657963,0.489556136,0,0,0,0,73.49869452,3,33808.59412,1109.317596,74.7977746,250.8097534,125.2444619,27.01025211,280,4.109484259,0.886252407,7561,0.427897084,248.0892968,1.404003263,7,0.229681931,0.485181488
NP0219311,Madhesh,Sarlahi,Balara,0,48.52907168,85.36861203,26.79522918,119.2810532,605.8312988,16222.22324,1351.851937,1964.347344,1153.548355,1539.369736,1458.170804,121.5142336,75.15220518,67.5,89.49225616,21.99225616,2.031843964,1.397013982,12.80793742,191.0789933,-0.008360379,-0.042696062,0.164454228,23.7916462,0.490255539,3,855,855,131.9,131.9,1,21.65841584,0,4.104785479,67.57425743,4.001650165,0.391914191,0,2.268976898,0,0,67.57425743,2,41604.15709,857.3037904,277.3610473,4787.529785,213.2919257,28.22523927,596,4.395137148,0.581615067,11251,0.553939196,231.8404126,1.141458464,40,0.8242482,0.051324229
NP0219401,Madhesh,Sarlahi,Basbariya,0,29.4047343,85.43925941,26.92598232,133.3840824,729.6016846,18140.23521,1511.686268,2134.097268,1319.805495,1711.554863,1617.471325,134.7892771,86.37661893,79.82139587,101.8831787,22.06178284,2.323715911,1.108175771,12.12634739,205.8973285,-0.04087154,-0.084181605,0.057492647,13.04467529,0.443625001,2,880.4,880.4,222.8,223,1,13.8482477,0,1.73528411,79.51684246,3.572643756,0.340251786,0,0.98673018,0,0,79.51684246,2,25347.28934,862.0138879,207.7646667,378.6936951,115.4462359,4.158576452,270,3.926110495,0.141425405,5882,0.317854558,200.0358153,1.080963885,9,0.306073162,0.495238814
NP0219402,Madhesh,Sarlahi,Chandranagar,0,47.46627074,85.60043074,26.93746964,131.3474956,651.3669739,17863.25941,1488.60495,2129.672151,1297.783615,1676.563049,1634.127016,136.1772513,99.36041419,84.34307861,122.4138412,38.07076263,5.613908953,1.235017721,14.65762526,204.2823577,-0.092554222,-0.205153285,1.40526326,37.46877156,0.789376772,3,832.3,832.3,117.1,262.3,1,16.53361345,0.021008403,2.331932773,76.09243697,3.634453782,0.798319328,0,0.588235294,0,0,76.09243697,2,33950.20144,715.2489738,64.5441092,270.8313599,171.0718278,24.56165525,316,3.604071377,0.517454918,8136,0.456683643,171.4059241,0.962122443,9,0.189608323,0.236191784
NP0219403,Madhesh,Sarlahi,Dhanakaul,1,45.91764384,85.40913252,26.88300089,129.9884399,703.48172,17678.42783,1473.202319,2092.995861,1283.555066,1676.01342,1574.509095,131.2090913,81.72246577,74.38148499,94.80805969,20.42657471,2.112391695,1.074532621,12.37281194,208.7941289,-0.029634238,-0.053917566,1.316449988,14.14127719,0.307970445,2,855,855,131.9,131.9,1,14.89361702,0,5.861919236,75.64046895,2.62700825,0.173686496,0,0.803300043,0,0,75.64046895,3,27557.48468,600.1502336,161.1548812,748.9138794,211.2710395,5.659650758,487,4.601086245,0.123256559,8420,0.408114002,183.3717781,0.888795609,14,0.304893693,0.25356783
NP0219404,Madhesh,Sarlahi,Chakraghatta,1,25.14107816,85.509711,26.89991653,0,0,0,0,0,0,0,0,0,87.32505331,81.49324799,100.3857422,18.8924942,2.56666294,1.225651114,13.44255851,202.9661582,-0.046789815,-0.110411169,0.24007703,11.8046758,0.469537373,3,866.6,866.6,119,277.8,1,18.38851217,0,1.276426007,73.07538891,5.384922218,1.31631432,0,0.558436378,0,0,73.07538891,3,22953.18352,912.9753057,83.77074276,232.1116028,119.9497423,9.621255921,306,4.771065962,0.382690665,7096,0.401223119,282.2472431,1.595886685,9,0.357979874,0.201404871
NP0219405,Madhesh,Sarlahi,Ramnagar,0,26.42436556,85.38148823,26.83811282,122.5873285,649.4908447,16671.87667,1389.323056,2012.017658,1199.711939,1593.891098,1484.439684,123.703307,78.21165023,73.126091,90.21874237,17.09265137,1.638555613,1.360438927,12.51669974,200.1986991,-0.019172958,-0.052114226,1.471006153,0,0,0,855,855,131.9,131.9,1,21.83864916,0,2.814258912,67.31707317,5.290806754,0.262664165,0,2.476547842,0,0,67.31707317,3,14157.16797,535.7618877,79.09032387,238.549057,134.0380441,27.80196686,437,5.072517021,1.052133751,7760,0.371208008,293.6683563,1.4047944,8,0.302750883,0.30031664
NP0219406,Madhesh,Sarlahi,Kaudena,1,25.31311703,85.50717287,26.85871137,129.3472326,704.3669434,17591.22363,1465.935303,2112.028244,1273.312653,1670.787476,1586.417408,132.2014507,81.19299095,75.31485748,94.89308167,19.57822418,2.523645821,1.126436669,11.43516655,173.382794,0.013617337,-0.117382454,1.97841517,2.466561073,0.097442013,1,846.8,846.8,140.8,418.3,1,18.33663366,0,0.871287129,75.08910891,5.346534653,0.356435644,0,0,0,0,75.08910891,3,25498.15452,1007.309945,108.5027852,1336.499756,156.9854795,8.722243542,431,6.201744308,0.344574061,6580,0.332752974,259.9442807,1.314547606,28,1.106145875,0.235127835
NP0219407,Madhesh,Sarlahi,Brahmapuri,0,33.86803155,85.60978418,26.89019027,0,0,0,0,0,0,0,0,0,89.08191325,76.11369324,110.2998657,34.18617249,5.811181124,1.352556057,12.72538613,200.6433182,-0.063510396,-0.168579567,0.306266222,13.86151321,0.409280155,1,822.3,822.3,234.3,496.2,1,18.2969947,0,1.178550383,75.89864467,4.1543901,0.147318798,0,0.324101355,0,0,75.89864467,2,29232.62633,863.1333146,88.58371615,267.1402893,98.14686261,5.623344045,232,2.897920491,0.166036932,5888,0.330126059,173.8512612,0.974742387,5,0.147631845,1.281211796
NP0219408,Madhesh,Sarlahi,Bishnu,1,28.07840762,85.4725751,26.81537103,122.8226052,644.6539307,16703.87431,1391.989526,2028.865802,1203.578912,1605.391907,1484.672884,123.7227404,76.47258117,71.17554474,91.57335663,20.39781189,2.324715061,1.221271395,11.36521889,203.6992107,-0.028060468,-0.063925922,1.525847522,6.349006887,0.226117057,2,846.8,846.8,140.8,418.3,1,17.85588752,0,0.351493849,77.4340949,4.358523726,0,0,0,0,0,77.4340949,2,22285.57116,793.6907056,216.3647685,634.9375,113.7395722,22.38080655,324,4.05078428,0.797082472,6489,0.291144327,231.1028491,1.036897572,18,0.641061995,0.223953372
NP0219409,Madhesh,Sarlahi,Parsa,1,23.10040404,85.65376715,26.87363723,126.4693953,639.1990356,17199.83776,1433.319813,2084.516937,1233.4144,1621.300507,1577.540291,131.4616909,88.8577553,80.1368103,103.7633438,23.62653351,3.245361367,1.42370523,13.09526849,198.7418236,-0.061625872,-0.181629115,0.660614454,19.6938442,0.852532456,1,822.3,822.3,234.3,496.2,1,19.41376381,0,1.231945624,75.02124044,4.205607477,0.084961767,0,0,0.042480884,0,75.02124044,2,25718.17764,1113.32155,77.69842186,284.3534546,86.01567431,23.46058465,149,3.723557136,1.015591961,5081,0.265880962,219.9528627,1.150979704,5,0.216446431,1.428637913
NP0232301,Madhesh,Rautahat,Gujara,0,150.2995817,85.26946421,27.10483575,144.1600997,800.8126424,19605.77357,1633.814464,2314.58712,1394.471007,1811.773977,1718.967911,143.247326,144.6360485,86.71298981,829.3875122,742.6745224,77.48505174,3.177077452,53.08368757,184.7865927,-0.016847742,-0.201199025,0.102526021,70.78414677,0.470953718,12,870.5,870.5,187.6,187.7,2,58.38823451,0.046582818,2.44227058,34.78405537,1.57716111,2.535436215,0,0.2262594,0,0,58.38823451,2,40173.52078,267.2896379,62.77112622,454.596344,347.2178067,37.97857327,737,2.310171477,0.252685821,12712,0.862871287,84.57774702,0.574100924,7,0.046573649,6.488019055
NP0232302,Madhesh,Rautahat,Chandrapur,0,249.8582273,85.36807886,27.13883281,148.706415,779.7839617,20224.07244,1685.33937,2339.132932,1451.301612,1846.658369,1808.621146,150.7184289,215.8522636,94.51674652,918.2374268,823.7206802,146.6173232,8.297691098,62.20053947,185.9801315,-0.02587977,-0.247053641,0.346494832,111.8416689,0.447620517,17,895.7,895.7,162.9,163.1,1,70.77200722,0.060156407,2.474433527,22.99177862,1.908963305,1.375576499,0,0.413073992,0.004010427,0,70.77200722,2,61591.74488,246.5067713,40.73528101,292.838501,651.3964876,47.6963099,1683,2.607064393,0.190893494,24685,1.487037454,98.79602632,0.595152487,16,0.064036314,1.139374011
NP0232303,Madhesh,Rautahat,Phatuwa Bijayapur,0,65.2341185,85.20332776,27.02028958,139.2381678,810.3519694,18936.39082,1578.032569,2242.592837,1357.59235,1795.027883,1641.540351,136.7950293,99.54365614,84.71897125,138.3693848,53.65041351,9.108368779,0.987340155,11.99049359,176.130287,0.0100659,-0.14881114,0.902220189,21.38960124,0.327889787,1,975,975,155.7,155.7,2,13.35970785,0,2.951917225,75.65429093,3.469263542,3.07364577,0,1.49117468,0,0,75.65429093,2,29942.72949,459.0041252,101.1578699,408.4205627,237.3031173,30.10533415,543,3.637714784,0.461496757,10630,0.694401898,162.9515389,1.064476556,2,0.030658803,1.117588288
NP0232304,Madhesh,Rautahat,Katahariya,1,40.6834286,85.25006634,26.99556757,142.4423735,863.1918335,19372.16279,1614.346899,2306.799266,1402.704679,1868.15799,1663.082466,138.5902055,93.0488194,83.69658661,109.7579346,26.06134796,4.342704421,1.100332825,12.87172955,169.1422714,0.022689298,-0.118293802,1.320075408,23.95737182,0.58887298,3,870.5,870.5,135.1,703.9,2,13.83571602,0,4.33729101,74.43663678,5.088441968,1.308456506,0,0.993457717,0,0,74.43663678,3,32201.55581,791.5152905,131.9735894,654.4214478,191.9046213,15.81341275,540,4.71702184,0.3886942,9052,0.672328188,222.4984548,1.652584875,2,0.049160065,1.299357611
NP0232305,Madhesh,Rautahat,Brindaban,1,95.36595659,85.37339957,27.04123724,133.5299598,723.8796844,18160.07454,1513.339545,2149.886488,1287.986572,1684.472374,1655.983934,137.9986611,106.0227817,84.5,153.2988281,68.79882813,15.38513861,1.781044978,23.89653327,193.5371758,-0.035561011,-0.147700022,0.047909461,23.32896517,0.244625713,5,880.3,880.3,197.3,2986.3,2,41.88257417,0.12536565,3.19682407,50.20894275,2.256581697,1.817801922,0,0.511909737,0,0,50.20894275,2,35441.29226,371.6346329,61.31711465,233.8907776,270.9378132,27.64420113,563,2.841032826,0.289874942,10553,0.739437751,110.6579368,0.775368672,1,0.010485922,2.275379875
NP0232306,Madhesh,Rautahat,Maulapur,1,34.74589718,85.20112521,26.92969724,132.9303758,808.8890991,18078.53111,1506.544259,2202.203193,1313.182619,1789.593307,1569.602128,130.8001773,86.10466183,78.27121735,98.45277405,20.1815567,2.511322569,1.11438365,11.97443653,164.5610347,0.025743648,-0.093214073,0.968422206,19.19219652,0.55235864,2,975,975,155.7,155.7,1,10.88142406,0,2.61269021,80.07464829,4.622451909,0.80390468,0,1.00488085,0,0,80.07464829,2,22163.55703,637.8755141,95.12256234,269.2306824,159.6172948,25.13687214,402,4.593845828,0.723448642,8003,0.458788729,230.3293525,1.320411233,6,0.172682259,0.463728797
NP0232307,Madhesh,Rautahat,Dewahi Gonahi,0,33.98258281,85.25909281,26.93196182,131.1048156,769.9596558,17830.25493,1485.854577,2172.426645,1286.95391,1751.448311,1555.924974,129.6604145,84.79216455,76.80983734,99.56845856,22.75862122,2.793890192,1.049026672,12.43712351,138.3809797,0.065710555,-0.073962111,1.574759061,9.098253941,0.267732856,4,870.5,870.5,135.1,703.9,1,9.029011249,0,2.33866193,81.70515098,5.743043221,0.207223209,0,0.976909414,0,0,81.70515098,3,30473.25527,896.7315828,264.9848285,564.9970093,142.3354347,12.24067757,349,4.188481951,0.36020445,8441,0.60804015,248.3919497,1.789269972,6,0.176561035,0.654561497
NP0232308,Madhesh,Rautahat,Garuda,1,44.44943161,85.31638901,26.95376318,136.0730878,808.6494141,18505.93994,1542.161662,2206.387146,1318.843769,1759.810028,1639.646996,136.6372497,86.29681689,78.5,100.1562576,21.65625763,2.848442553,1.18243621,16.84663911,198.690421,-0.029606464,-0.087516708,0.648131308,27.8000143,0.625430141,5,870.5,870.5,187.6,187.7,1,12.01901313,0,0.656405613,79.99094613,7.107288366,0.113173382,0,0.113173382,0,0,79.99094613,3,44117.37465,992.5295567,73.28467549,531.2290649,191.1734207,14.64250857,606,4.300919355,0.329419478,14123,1.107787945,317.7318469,2.492243219,6,0.134984853,0.341260829
NP0232309,Madhesh,Rautahat,Gadhimai,1,49.42367739,85.36766047,26.94222979,137.0886325,780.4897461,18644.05402,1553.671168,2216.100797,1345.369911,1772.533356,1648.966371,137.4138642,85.85490085,77.5,100.0564117,22.55641174,3.150825652,1.024856399,12.1087131,197.7233545,-0.022432593,-0.070191809,0.892482773,23.24719668,0.47036558,4,880.3,880.3,197.3,2986.3,1,8.29650462,0,3.535556448,75.13057453,5.584572117,2.511048614,0,4.941743672,0,0,75.13057453,3,40938.32576,828.3140374,81.22683682,399.4450073,214.6817277,14.26455649,472,4.343702028,0.28861787,10506,0.785297234,212.57018,1.588908951,6,0.121399303,1.934193899
NP0232310,Madhesh,Rautahat,Boudhimai,0,35.33708574,85.21861168,26.89049584,130.2801272,769.1362305,17718.0973,1476.508108,2179.682454,1288.913589,1769.353752,1524.629355,127.0524462,81.97326537,74.83773804,95.31156921,20.47383118,2.208732436,1.227257461,10.99625962,187.3026105,-0.010254793,-0.080022251,0.690575388,9.432680399,0.266934304,3,957.9,957.9,156.7,312.4,1,12.86155574,0,5.251333895,72.50772255,6.065711879,1.01095198,0,2.302723954,0,0,72.50772255,4,28605.93684,809.5160154,81.03664827,775.7921753,170.2541616,27.71172349,502,4.818002335,0.784210778,11206,0.584627497,317.1172655,1.654430422,12,0.339586577,0.603532926
NP0232311,Madhesh,Rautahat,Madhav Narayan,1,48.5122333,85.32932099,26.89085995,128.5754523,719.423584,17486.26152,1457.18846,2128.313321,1258.306627,1705.229492,1552.270365,129.3558637,80.77346177,75.5,92.89323425,17.39323425,1.753215678,1.041228087,16.30035791,218.9040699,-0.042230719,-0.052329498,0.191637476,19.54963946,0.402983704,6,875.6,875.6,158.9,322,1,8.999383604,0,4.540784878,76.90569139,3.821656051,0.636942675,0,5.095541401,0,0,76.90569139,3,31152.74557,642.1626763,115.8094631,768.5679321,201.3431316,10.39257767,433,4.150357918,0.214225917,9331,0.673628493,192.3432373,1.388574484,21,0.432880504,0.725553529
NP0232312,Madhesh,Rautahat,Paroha,1,37.44910934,85.23470238,26.85472468,0,0,0,0,0,0,0,0,0,78.60760806,71.0845871,92.23653412,21.15194702,2.164658312,1.196991212,11.69284608,184.6818385,-0.006093867,-0.074409961,1.043824829,10.42186003,0.278293936,3,957.9,957.9,156.7,312.4,1,13.17047265,0,4.646840149,73.87148168,5.337227828,1.088688263,0,1.885289432,0,0,73.87148168,3,32928.1439,879.2770905,90.71114021,596.9815674,169.1013374,21.55873528,481,4.515496907,0.575680855,10506,0.625444569,280.5407174,1.670118675,13,0.347137762,0.561889765
NP0232313,Madhesh,Rautahat,Ishanath,1,35.16017787,85.21329403,26.79337796,121.0687063,628.34729,16465.34406,1372.112005,2026.260587,1189.726056,1628.618256,1462.077608,121.8398006,74.20638973,68.69993591,86.82660675,18.12667084,2.161865342,1.207449475,13.47512203,216.3049488,-0.035537296,-0.048369409,2.499169279,10.69576926,0.304201227,1,938.6,938.6,150.6,462.9,1,13.73390558,0,1.516452074,78.56938484,5.808297568,0.08583691,0,0.286123033,0,0,78.56938484,3,29392.56413,835.9617586,127.2405374,738.3226929,152.8334539,16.8644106,477,4.346777039,0.479645202,14860,0.704385526,422.6372248,2.003361669,9,0.255971401,0.693707673
NP0232314,Madhesh,Rautahat,Rajpur,1,31.40427805,85.25575462,26.81687047,123.7072527,670.7687683,16824.18636,1402.01553,2058.460604,1209.806012,1642.498291,1491.818199,124.3181832,76.11890641,71.5,88.78022003,17.28022003,2.175496896,1.39467623,14.80296547,213.9848753,-0.032583693,-0.04833483,0.79233807,7.067843478,0.225059894,6,845.3,845.3,158.2,1049.6,1,20.53656979,0,2.746726286,68.31683168,6.004471415,1.181731076,0,1.181731076,0.031938678,0,68.31683168,3,35034.15702,1115.585493,230.4878751,906.8018188,159.7219745,18.65261153,464,5.085994153,0.593951292,11970,0.636795959,381.1582607,2.027736343,18,0.573170317,0.598516914
NP0232315,Madhesh,Rautahat,Gaur,1,21.52856542,85.27465357,26.77813708,118.8244458,585.5998535,16160.12463,1346.677053,1972.225313,1159.34078,1564.917206,1440.821225,120.0684354,73.84217195,69.33448792,85.18392944,15.84944153,1.915093125,1.595250711,11.60874481,179.6706142,0.000223035,-0.038795958,0.667304902,13.4177571,0.623253656,4,845.3,845.3,158.2,1049.6,1,24.09195402,0,2.712643678,59.95402299,11.31034483,0.873563218,0,1.057471264,0,0,59.95402299,3,31282.24749,1453.057687,164.6434078,608.8712158,132.8071295,16.03531402,408,6.168879665,0.744838948,11550,0.694963551,536.4965,3.228099679,7,0.325149394,0.765379246
